43659	2024.994000
43659	6074.982000
43659	2024.994000
43659	2039.994000
43659	2039.994000
43659	4079.988000
43659	2039.994000
43659	86.521200
43659	28.840400
43659	34.200000
43659	10.373000
43659	80.746000
43660	419.458900
43660	874.794000
43661	809.760000
43661	714.704300
43661	1429.408600
43661	20.746000
43661	115.361600
43661	1445.189800
43661	6074.982000
43661	4049.988000
43661	40.373000
43661	1637.400000
43661	8099.976000
43661	4079.988000
43661	57.680800
43661	4049.988000
43661	100.932500
43662	1258.376700
43662	2097.294500
43662	367.876400
43662	3499.176000
43662	551.814600
43662	2097.294500
43662	1258.376700
43662	838.917800
43662	2146.962000
43662	874.794000
43662	1258.376700
43662	356.898000
43662	5248.764000
43662	183.938200
43662	535.742400
43662	2146.962000
43662	1258.376700
43662	183.938200
43662	356.898000
43662	178.580800
43662	1258.376700
43662	874.794000
43663	419.458900
43664	2039.994000
43664	8099.976000
43664	28.840400
43664	28.840400
43664	4049.988000
43664	6119.982000
43664	2039.994000
43664	2024.994000
43665	40.373000
43665	2039.994000
43665	20.186500
43665	57.680800
43665	4049.988000
43665	10.373000
43665	4049.988000
43665	2024.994000
43665	34.200000
43665	2024.994000
43666	419.458900
43666	2146.962000
43666	356.898000
43666	874.794000
43666	838.917800
43666	419.458900
43667	17.100000
43667	2039.994000
43667	2024.994000
43667	2024.994000
43668	2624.382000
43668	4293.924000
43668	2936.212300
43668	2516.753400
43668	173.042400
43668	1103.629200
43668	40.373000
43668	40.373000
43668	1749.588000
43668	20.746000
43668	367.876400
43668	2624.382000
43668	1258.376700
43668	838.917800
43668	551.814600
43668	838.917800
43668	838.917800
43668	367.876400
43668	28.840400
43668	838.917800
43668	1427.592000
43668	5248.764000
43668	1677.835600
43668	535.742400
43668	115.361600
43668	535.742400
43668	20.186500
43668	1070.694000
43668	1258.376700
43669	714.704300
43670	5.700000
43670	11.400000
43670	4079.988000
43670	2024.994000
43671	2146.962000
43671	57.680800
43671	874.794000
43671	838.917800
43671	713.796000
43671	838.917800
43671	1749.588000
43671	838.917800
43671	28.840400
43671	20.186500
43671	20.186500
43672	34.200000
43672	4049.988000
43672	2039.994000
43673	874.794000
43673	86.521200
43673	183.938200
43673	838.917800
43673	419.458900
43673	357.161600
43673	838.917800
43673	5.186500
43673	40.373000
43673	20.186500
43673	80.746000
43674	2624.382000
43675	1677.835600
43675	100.932500
43675	357.161600
43675	20.186500
43675	838.917800
43675	1749.588000
43675	10.373000
43675	874.794000
43675	86.521200
43676	4049.988000
43676	4049.988000
43676	5.700000
43676	6074.982000
43676	22.800000
43677	86.521200
43677	2146.962000
43677	874.794000
43677	419.458900
43677	40.373000
43677	1677.835600
43677	838.917800
43677	419.458900
43677	25.932500
43677	20.186500
43677	874.794000
43677	367.876400
43678	419.458900
43678	357.161600
43678	419.458900
43678	713.796000
43678	1258.376700
43678	838.917800
43678	15.559500
43678	80.746000
43678	367.876400
43678	874.794000
43678	367.876400
43678	28.840400
43678	419.458900
43678	1749.588000
43678	57.680800
43678	874.794000
